data,OT
2018/1/8 2:15,226550.7978
2018/1/8 2:30,227010.2328
2018/1/8 2:45,225819.5396
2018/1/8 3:00,231010.0384
2018/1/8 3:15,224138.4103
2018/1/8 3:30,224635.3331
2018/1/8 3:45,223903.5848
2018/1/8 4:00,227572.363
2018/1/8 4:15,225140.5127
2018/1/8 4:30,222288.2162
2018/1/8 4:45,223011.6213
2018/1/8 5:00,225747.1074
2018/1/8 5:15,223744.9796
2018/1/8 5:30,224440.8623
2018/1/8 5:45,224949.1144
2018/1/8 6:00,243767.3559
2018/1/8 6:15,228662.4873
2018/1/8 6:30,231706.8138
2018/1/8 6:45,234016.1012
2018/1/8 7:00,245514.9079
2018/1/8 7:15,240264.5055
2018/1/8 7:30,244129.6355
2018/1/8 7:45,267516.5894
2018/1/8 8:00,266467.5313
2018/1/8 8:15,258096.3601
2018/1/8 8:30,263260.7067
2018/1/8 8:45,266569.0108
2018/1/8 9:00,277889.7759
2018/1/8 9:15,272784.6174
2018/1/8 9:30,276653.9655
2018/1/8 9:45,288262.4218
2018/1/8 10:00,286171.2044
2018/1/8 10:15,282063.6268
2018/1/8 10:30,284054.8499
2018/1/8 10:45,283811.0929
2018/1/8 11:00,293529.8591
2018/1/8 11:15,287057.6646
2018/1/8 11:30,285247.1692
2018/1/8 11:45,283351.4515
2018/1/8 12:00,280975.5291
2018/1/8 12:15,269228.5544
2018/1/8 12:30,267193.5288
2018/1/8 12:45,268454.4259
2018/1/8 13:00,278099.5049
2018/1/8 13:15,290043.7083
2018/1/8 13:30,271853.838
2018/1/8 13:45,274388.0074
2018/1/8 14:00,280597.4369
2018/1/8 14:15,283376.8414
2018/1/8 14:30,277182.1551
2018/1/8 14:45,278671.7903
2018/1/8 15:00,278008.1805
2018/1/8 15:15,279321.188
2018/1/8 15:30,281469.3719
2018/1/8 15:45,282096.229
2018/1/8 16:00,288935.0536
2018/1/8 16:15,284275.0864
2018/1/8 16:30,286503.3918
2018/1/8 16:45,289002.438
2018/1/8 17:00,294716.1605
2018/1/8 17:15,292847.714
2018/1/8 17:30,292116.2675
2018/1/8 17:45,290753.4495
2018/1/8 18:00,298804.2575
2018/1/8 18:15,291463.1571
2018/1/8 18:30,292740.1092
2018/1/8 18:45,293457.8043
2018/1/8 19:00,299997.7041
2018/1/8 19:15,292212.5599
2018/1/8 19:30,291491.5194
2018/1/8 19:45,290251.5408
2018/1/8 20:00,294754.9061
2018/1/8 20:15,289429.6298
2018/1/8 20:30,288709.5504
2018/1/8 20:45,289465.01
2018/1/8 21:00,296286.6744
2018/1/8 21:15,287307.2433
2018/1/8 21:30,297133.1787
2018/1/8 21:45,285367.8935
2018/1/8 22:00,290823.4803
2018/1/8 22:15,280279.5177
2018/1/8 22:30,276439.1887
2018/1/8 22:45,271274.2296
2018/1/8 23:00,271983.3465
2018/1/8 23:15,263848.8335
2018/1/8 23:30,258641.3027
2018/1/8 23:45,254729.4816
2018/1/9 0:00,250011.1916
2018/1/9 0:15,250645.6451
2018/1/9 0:30,243792.4288
2018/1/9 0:45,242464.449
2018/1/9 1:00,248566.9284
2018/1/9 1:15,237910.2171
2018/1/9 1:30,239500.6144
2018/1/9 1:45,237241.2897
2018/1/9 2:00,241714.1344
2018/1/9 2:15,233702.6609
2018/1/9 2:30,232882.3868
2018/1/9 2:45,233478.4217
2018/1/9 3:00,231886.5834
2018/1/9 3:15,229244.4642
2018/1/9 3:30,229458.0962
2018/1/9 3:45,229738.4342
2018/1/9 4:00,235990.5014
2018/1/9 4:15,236308.388
2018/1/9 4:30,228762.1743
2018/1/9 4:45,228157.9979
2018/1/9 5:00,231540.4378
2018/1/9 5:15,226470.6193
2018/1/9 5:30,224629.2019
2018/1/9 5:45,243084.8481
2018/1/9 6:00,239563.7088
2018/1/9 6:15,235840.9648
2018/1/9 6:30,235091.9238
2018/1/9 6:45,239146.3255
2018/1/9 7:00,248185.303
2018/1/9 7:15,246311.1565
2018/1/9 7:30,248653.5111
2018/1/9 7:45,254642.8326
2018/1/9 8:00,262479.0108
2018/1/9 8:15,260526.63
2018/1/9 8:30,266834.9571
2018/1/9 8:45,290817.6118
2018/1/9 9:00,281472.2456
2018/1/9 9:15,278617.8609
2018/1/9 9:30,280669.0518
2018/1/9 9:45,282155.4791
2018/1/9 10:00,293714.005
2018/1/9 10:15,287785.5292
2018/1/9 10:30,288501.2211
2018/1/9 10:45,289105.3861
2018/1/9 11:00,298868.7264
2018/1/9 11:15,293425.6952
2018/1/9 11:30,291289.4367
2018/1/9 11:45,289787.9124
2018/1/9 12:00,289366.7126
2018/1/9 12:15,276105.01
2018/1/9 12:30,274069.1218
2018/1/9 12:45,275904.5562
2018/1/9 13:00,282248.197
2018/1/9 13:15,274156.9405
2018/1/9 13:30,275253.8047
2018/1/9 13:45,280696.1768
2018/1/9 14:00,289484.1113
2018/1/9 14:15,281809.7344
2018/1/9 14:30,282099.8452
2018/1/9 14:45,281185.7377
2018/1/9 15:00,290880.5859
2018/1/9 15:15,282110.2107
2018/1/9 15:30,282110.6335
2018/1/9 15:45,268189.0313
2018/1/9 16:00,286967.2082
2018/1/9 16:15,285292.9758
2018/1/9 16:30,288849.4903
2018/1/9 16:45,289778.6955
2018/1/9 17:00,300278.3339
2018/1/9 17:15,294108.7134
2018/1/9 17:30,292314.7762
2018/1/9 17:45,291605.4045
2018/1/9 18:00,299388.3226
2018/1/9 18:15,291990.2417
2018/1/9 18:30,292844.128
2018/1/9 18:45,295790.1304
2018/1/9 19:00,310392.7345
2018/1/9 19:15,298131.3176
2018/1/9 19:30,293067.6651
2018/1/9 19:45,291146.0254
2018/1/9 20:00,297075.3315
2018/1/9 20:15,290282.4729
2018/1/9 20:30,288874.8079
2018/1/9 20:45,288981.8765
2018/1/9 21:00,295763.5073
2018/1/9 21:15,288394.9969
2018/1/9 21:30,288008.0009
2018/1/9 21:45,285936.1702
2018/1/9 22:00,290842.7876
2018/1/9 22:15,281807.3109
2018/1/9 22:30,276504.4551
2018/1/9 22:45,283553.2294
2018/1/9 23:00,277591.687
2018/1/9 23:15,266261.3875
2018/1/9 23:30,260828.5168
2018/1/9 23:45,256720.2195
2018/1/10 0:00,259171.2066
2018/1/10 0:15,248134.5536
2018/1/10 0:30,246049.1836
2018/1/10 0:45,242978.3832
2018/1/10 1:00,255901.4934
2018/1/10 1:15,238522.0969
2018/1/10 1:30,236393.6978
2018/1/10 1:45,234104.4017
2018/1/10 2:00,236939.2662
2018/1/10 2:15,231651.4649
2018/1/10 2:30,234228.2554
2018/1/10 2:45,230081.6885
2018/1/10 3:00,233794.9489
2018/1/10 3:15,230354.2803
2018/1/10 3:30,232238.0734
2018/1/10 3:45,231966.8748
2018/1/10 4:00,231613.06
2018/1/10 4:15,228308.8327
2018/1/10 4:30,229934.5332
2018/1/10 4:45,230262.2676
2018/1/10 5:00,232731.3746
2018/1/10 5:15,229282.2937
2018/1/10 5:30,231951.5952
2018/1/10 5:45,238693.8124
2018/1/10 6:00,236517.3238
2018/1/10 6:15,237906.9976
2018/1/10 6:30,239510.6511
2018/1/10 6:45,242196.2197
2018/1/10 7:00,252789.4599
2018/1/10 7:15,248794.8564
2018/1/10 7:30,251488.2495
2018/1/10 7:45,253658.6252
2018/1/10 8:00,264675.2318
2018/1/10 8:15,261547.9918
2018/1/10 8:30,267346.0459
2018/1/10 8:45,271602.6444
2018/1/10 9:00,281881.441
2018/1/10 9:15,275136.552
2018/1/10 9:30,277551.095
2018/1/10 9:45,279766.1665
2018/1/10 10:00,290309.809
2018/1/10 10:15,281851.0783
2018/1/10 10:30,282861.9413
2018/1/10 10:45,282197.4488
2018/1/10 11:00,292552.501
2018/1/10 11:15,286814.954
2018/1/10 11:30,284677.7108
2018/1/10 11:45,282944.9372
2018/1/10 12:00,303340.9683
2018/1/10 12:15,269788.2879
2018/1/10 12:30,270016.914
2018/1/10 12:45,269368.8438
2018/1/10 13:00,277029.4755
2018/1/10 13:15,269764.1901
2018/1/10 13:30,271125.9987
2018/1/10 13:45,274374.2297
2018/1/10 14:00,283955.7208
2018/1/10 14:15,276918.1362
2018/1/10 14:30,276472.4392
2018/1/10 14:45,276590.7894
2018/1/10 15:00,285870.0482
2018/1/10 15:15,277409.1807
2018/1/10 15:30,278236.3708
2018/1/10 15:45,278244.6456
2018/1/10 16:00,288469.6131
2018/1/10 16:15,280998.7125
2018/1/10 16:30,283791.2698
2018/1/10 16:45,284218.7018
2018/1/10 17:00,293634.2383
2018/1/10 17:15,286103.1141
2018/1/10 17:30,294361.9713
2018/1/10 17:45,285599.1094
2018/1/10 18:00,294842.296
2018/1/10 18:15,306818.7119
2018/1/10 18:30,291317.1836
2018/1/10 18:45,292553.5162
2018/1/10 19:00,298304.6467
2018/1/10 19:15,290168.7999
2018/1/10 19:30,290310.7837
2018/1/10 19:45,288338.3031
2018/1/10 20:00,295284.9274
2018/1/10 20:15,286899.2857
2018/1/10 20:30,288005.9879
2018/1/10 20:45,287259.7441
2018/1/10 21:00,295997.3949
2018/1/10 21:15,284866.8542
2018/1/10 21:30,283383.6037
2018/1/10 21:45,281853.3184
2018/1/10 22:00,289139.7185
2018/1/10 22:15,278990.7905
2018/1/10 22:30,276608.9634
2018/1/10 22:45,274290.0958
2018/1/10 23:00,275757.4289
2018/1/10 23:15,263619.8593
2018/1/10 23:30,260679.3761
2018/1/10 23:45,264602.381
2018/1/11 0:00,257756.5801
2018/1/11 0:15,248375.4872
2018/1/11 0:30,245280.3329
2018/1/11 0:45,243279.5311
2018/1/11 1:00,245306.2128
2018/1/11 1:15,234904.285
2018/1/11 1:30,231628.013
2018/1/11 1:45,233963.3258
2018/1/11 2:00,241733.1525
2018/1/11 2:15,229038.4127
2018/1/11 2:30,229613.9439
2018/1/11 2:45,228084.7672
2018/1/11 3:00,237255.9622
2018/1/11 3:15,228674.8907
2018/1/11 3:30,228541.849
2018/1/11 3:45,228937.7317
2018/1/11 4:00,236126.0524
2018/1/11 4:15,225508.4313
2018/1/11 4:30,225281.1461
2018/1/11 4:45,227320.3839
2018/1/11 5:00,234177.0898
2018/1/11 5:15,227092.4204
2018/1/11 5:30,228375.1516
2018/1/11 5:45,230279.5858
2018/1/11 6:00,237785.6923
2018/1/11 6:15,237587.7527
2018/1/11 6:30,237140.7194
2018/1/11 6:45,244025.3931
2018/1/11 7:00,256003.7476
2018/1/11 7:15,250439.2832
2018/1/11 7:30,250237.3203
2018/1/11 7:45,254244.3482
2018/1/11 8:00,265266.1731
2018/1/11 8:15,262507.4669
2018/1/11 8:30,267119.9077
2018/1/11 8:45,267341.9461
2018/1/11 9:00,278909.6325
2018/1/11 9:15,273397.1882
2018/1/11 9:30,276146.9942
2018/1/11 9:45,279477.716
2018/1/11 10:00,289285.9936
2018/1/11 10:15,299302.4144
2018/1/11 10:30,282050.8602
2018/1/11 10:45,281420.5878
2018/1/11 11:00,291222.3138
2018/1/11 11:15,287334.7302
2018/1/11 11:30,285813.8731
2018/1/11 11:45,283368.2907
2018/1/11 12:00,281112.0205
2018/1/11 12:15,267363.8291
2018/1/11 12:30,265996.6517
2018/1/11 12:45,265168.5148
2018/1/11 13:00,272015.5191
2018/1/11 13:15,266971.2114
2018/1/11 13:30,268275.615
2018/1/11 13:45,295518.6784
2018/1/11 14:00,280517.2971
2018/1/11 14:15,274634.3838
2018/1/11 14:30,274652.158
2018/1/11 14:45,274660.7507
2018/1/11 15:00,280574.1547
2018/1/11 15:15,272479.0352
2018/1/11 15:30,272646.77
2018/1/11 15:45,272872.781
2018/1/11 16:00,281715.2771
2018/1/11 16:15,277046.6641
2018/1/11 16:30,276895.9233
2018/1/11 16:45,279814.0543
2018/1/11 17:00,288903.5841
2018/1/11 17:15,293798.7225
2018/1/11 17:30,287446.9882
2018/1/11 17:45,282548.4098
2018/1/11 18:00,290259.4474
2018/1/11 18:15,285077.7121
2018/1/11 18:30,286253.4958
2018/1/11 18:45,287134.1205
2018/1/11 19:00,292706.4598
2018/1/11 19:15,284824.2262
2018/1/11 19:30,285175.1537
2018/1/11 19:45,284616.9567
2018/1/11 20:00,290424.6913
2018/1/11 20:15,284583.769
2018/1/11 20:30,284415.6891
2018/1/11 20:45,283746.2491
2018/1/11 21:00,290820.5571
2018/1/11 21:15,283099.7124
2018/1/11 21:30,281313.4625
2018/1/11 21:45,280963.8108
2018/1/11 22:00,286126.1484
2018/1/11 22:15,277693.0244
2018/1/11 22:30,274924.414
2018/1/11 22:45,272312.166
2018/1/11 23:00,282007.0004
2018/1/11 23:15,264091.5598
2018/1/11 23:30,255482.7085
2018/1/11 23:45,251368.6672
2018/1/12 0:00,257279.1719
2018/1/12 0:15,244572.3949
2018/1/12 0:30,242882.9032
2018/1/12 0:45,239742.3807
2018/1/12 1:00,244257.1906
2018/1/12 1:15,236569.9693
2018/1/12 1:30,233646.9802
2018/1/12 1:45,229577.4119
2018/1/12 2:00,240566.1981
2018/1/12 2:15,227892.1784
2018/1/12 2:30,228900.7017
2018/1/12 2:45,229172.2387
2018/1/12 3:00,236872.5849
2018/1/12 3:15,227575.2807
2018/1/12 3:30,227941.4141
2018/1/12 3:45,226920.512
2018/1/12 4:00,233282.4411
2018/1/12 4:15,225817.3774
2018/1/12 4:30,248120.8112
2018/1/12 4:45,226271.6508
2018/1/12 5:00,232626.0362
2018/1/12 5:15,238977.4843
2018/1/12 5:30,238838.1176
2018/1/12 5:45,227447.6254
2018/1/12 6:00,238678.0491
2018/1/12 6:15,235497.9224
2018/1/12 6:30,233647.9766
2018/1/12 6:45,261402.6821
2018/1/12 7:00,251640.6274
2018/1/12 7:15,249904.0169
2018/1/12 7:30,253964.7819
2018/1/12 7:45,254858.5319
2018/1/12 8:00,262704.4335
2018/1/12 8:15,280989.1258
2018/1/12 8:30,267446.3792
2018/1/12 8:45,270112.7409
2018/1/12 9:00,280078.2852
2018/1/12 9:15,273506.1081
2018/1/12 9:30,277246.0672
2018/1/12 9:45,278322.1607
2018/1/12 10:00,289277.9913
2018/1/12 10:15,282072.2632
2018/1/12 10:30,283308.7107
2018/1/12 10:45,283635.9478
2018/1/12 11:00,291119.5742
2018/1/12 11:15,287995.4037
2018/1/12 11:30,302846.982
2018/1/12 11:45,280705.2753
2018/1/12 12:00,282063.906
2018/1/12 12:15,267494.1298
2018/1/12 12:30,267489.6943
2018/1/12 12:45,266448.1528
2018/1/12 13:00,273765.6716
2018/1/12 13:15,267370.2908
2018/1/12 13:30,268000.3101
2018/1/12 13:45,271944.7853
2018/1/12 14:00,281252.4381
2018/1/12 14:15,274035.3687
2018/1/12 14:30,273328.7035
2018/1/12 14:45,276124.8256
2018/1/12 15:00,280752.5973
2018/1/12 15:15,274338.1022
2018/1/12 15:30,279287.6383
2018/1/12 15:45,275469.0902
2018/1/12 16:00,283760.9037
2018/1/12 16:15,277067.036
2018/1/12 16:30,279070.9049
2018/1/12 16:45,280344.7269
2018/1/12 17:00,289565.5782
2018/1/12 17:15,282930.8597
2018/1/12 17:30,283429.8329
2018/1/12 17:45,280143.2467
2018/1/12 18:00,287729.4545
2018/1/12 18:15,284016.6172
2018/1/12 18:30,284758.9689
2018/1/12 18:45,288097.3787
2018/1/12 19:00,292661.8596
2018/1/12 19:15,285458.7352
2018/1/12 19:30,285642.1315
2018/1/12 19:45,283156.473
2018/1/12 20:00,289311.1914
2018/1/12 20:15,284510.8142
2018/1/12 20:30,283487.6178
2018/1/12 20:45,282814.695
2018/1/12 21:00,288801.5074
2018/1/12 21:15,282054.9646
2018/1/12 21:30,280757.988
2018/1/12 21:45,290037.3294
2018/1/12 22:00,287532.7351
2018/1/12 22:15,275719.5648
2018/1/12 22:30,275054.8631
2018/1/12 22:45,273428.438
2018/1/12 23:00,272011.8205
2018/1/12 23:15,263618.0981
2018/1/12 23:30,258770.7138
2018/1/12 23:45,255258.5055
2018/1/13 0:00,257543.3267
2018/1/13 0:15,255994.8562
2018/1/13 0:30,240934.5935
2018/1/13 0:45,240088.9274
2018/1/13 1:00,243802.6155
2018/1/13 1:15,234273.2104
2018/1/13 1:30,235515.2636
2018/1/13 1:45,234017.6559
2018/1/13 2:00,235977.4575
2018/1/13 2:15,231134.93
2018/1/13 2:30,229715.0575
2018/1/13 2:45,227263.272
2018/1/13 3:00,232525.6173
2018/1/13 3:15,228657.0986
2018/1/13 3:30,227242.6631
2018/1/13 3:45,226683.892
2018/1/13 4:00,234369.3675
2018/1/13 4:15,223227.5946
2018/1/13 4:30,235481.3694
2018/1/13 4:45,224965.885
2018/1/13 5:00,234457.3711
2018/1/13 5:15,224911.4159
2018/1/13 5:30,225473.5349
2018/1/13 5:45,227883.3018
2018/1/13 6:00,234008.6719
2018/1/13 6:15,228436.6392
2018/1/13 6:30,231871.2221
2018/1/13 6:45,233164.8489
2018/1/13 7:00,239588.1691
2018/1/13 7:15,243008.6547
2018/1/13 7:30,243555.1029
2018/1/13 7:45,248479.5599
2018/1/13 8:00,252135.9311
2018/1/13 8:15,257333.4849
2018/1/13 8:30,262067.5799
2018/1/13 8:45,266642.3303
2018/1/13 9:00,273359.8195
2018/1/13 9:15,269802.6619
2018/1/13 9:30,270851.8934
2018/1/13 9:45,273581.5547
2018/1/13 10:00,279159.0412
2018/1/13 10:15,276217.203
2018/1/13 10:30,279490.7499
2018/1/13 10:45,277983.9044
2018/1/13 11:00,285376.8781
2018/1/13 11:15,280500.9518
2018/1/13 11:30,278637.4351
2018/1/13 11:45,276681.149
2018/1/13 12:00,276841.9661
2018/1/13 12:15,264684.3814
2018/1/13 12:30,285375.7016
2018/1/13 12:45,264350.7187
2018/1/13 13:00,270241.0325
2018/1/13 13:15,264441.077
2018/1/13 13:30,265359.7631
2018/1/13 13:45,270707.1312
2018/1/13 14:00,278120.382
2018/1/13 14:15,272448.6013
2018/1/13 14:30,270306.3434
2018/1/13 14:45,271964.7947
2018/1/13 15:00,277090.8103
2018/1/13 15:15,270536.2698
2018/1/13 15:30,272785.0459
2018/1/13 15:45,271908.6863
2018/1/13 16:00,278882.1268
2018/1/13 16:15,293361.4419
2018/1/13 16:30,275401.1144
2018/1/13 16:45,277936.4343
2018/1/13 17:00,283330.1595
2018/1/13 17:15,281692.1113
2018/1/13 17:30,278997.7662
2018/1/13 17:45,278711.9361
2018/1/13 18:00,281685.3929
2018/1/13 18:15,281735.1027
2018/1/13 18:30,282161.233
2018/1/13 18:45,284094.2037
2018/1/13 19:00,288444.7814
2018/1/13 19:15,283395.2253
2018/1/13 19:30,281032.3866
2018/1/13 19:45,278801.5421
2018/1/13 20:00,284127.2746
2018/1/13 20:15,276754.0631
2018/1/13 20:30,277799.4885
2018/1/13 20:45,278398.8893
2018/1/13 21:00,284572.7254
2018/1/13 21:15,277427.1827
2018/1/13 21:30,276707.8996
2018/1/13 21:45,274536.3878
2018/1/13 22:00,279555.792
2018/1/13 22:15,274145.1169
2018/1/13 22:30,270758.1947
2018/1/13 22:45,268167.1137
2018/1/13 23:00,269996.7272
2018/1/13 23:15,259609.4029
2018/1/13 23:30,267704.6087
2018/1/13 23:45,251174.2322
2018/1/14 0:00,254620.2619
2018/1/14 0:15,246098.2032
2018/1/14 0:30,240377.4932
2018/1/14 0:45,240528.6284
2018/1/14 1:00,243295.3742
2018/1/14 1:15,235143.9077
2018/1/14 1:30,234452.8684
2018/1/14 1:45,233806.1715
2018/1/14 2:00,237023.8375
2018/1/14 2:15,229575.8002
2018/1/14 2:30,225742.5767
2018/1/14 2:45,226323.677
2018/1/14 3:00,231446.8591
2018/1/14 3:15,225985.344
2018/1/14 3:30,223595.7558
2018/1/14 3:45,224820.6473
2018/1/14 4:00,228434.1557
2018/1/14 4:15,223562.511
2018/1/14 4:30,226238.0039
2018/1/14 4:45,221349.9454
2018/1/14 5:00,231523.8754
2018/1/14 5:15,222695.1271
2018/1/14 5:30,223721.0868
2018/1/14 5:45,224958.9239
2018/1/14 6:00,228510.9659
2018/1/14 6:15,227310.1871
2018/1/14 6:30,226116.8474
2018/1/14 6:45,229023.607
2018/1/14 7:00,231948.4196
2018/1/14 7:15,232152.3738
2018/1/14 7:30,238786.0938
2018/1/14 7:45,241698.8625
2018/1/14 8:00,260815.589
2018/1/14 8:15,248342.2443
2018/1/14 8:30,252166.7723
2018/1/14 8:45,256555.8229
2018/1/14 9:00,263014.5652
2018/1/14 9:15,260448.8516
2018/1/14 9:30,264235.0588
2018/1/14 9:45,266126.3644
2018/1/14 10:00,275458.6729
2018/1/14 10:15,269368.1299
2018/1/14 10:30,270822.5327
2018/1/14 10:45,270728.6939
2018/1/14 11:00,279463.8811
2018/1/14 11:15,275302.9531
2018/1/14 11:30,273906.2123
2018/1/14 11:45,271967.8223
2018/1/14 12:00,271518.9473
2018/1/14 12:15,260911.4966
2018/1/14 12:30,261308.798
2018/1/14 12:45,259609.4268
2018/1/14 13:00,263433.0705
2018/1/14 13:15,260639.4135
2018/1/14 13:30,262523.6949
2018/1/14 13:45,264356.2926
2018/1/14 14:00,272090.363
2018/1/14 14:15,264296.9185
2018/1/14 14:30,265050.746
2018/1/14 14:45,263726.4423
2018/1/14 15:00,272342.2584
2018/1/14 15:15,266695.8154
2018/1/14 15:30,266333.1586
2018/1/14 15:45,266349.3821
2018/1/14 16:00,281809.5524
2018/1/14 16:15,267661.9463
2018/1/14 16:30,269280.3859
2018/1/14 16:45,276263.1933
2018/1/14 17:00,280739.2001
2018/1/14 17:15,276120.5844
2018/1/14 17:30,276512.0735
2018/1/14 17:45,275792.3209
2018/1/14 18:00,282403.6535
2018/1/14 18:15,278286.793
2018/1/14 18:30,279192.7456
2018/1/14 18:45,277622.7377
2018/1/14 19:00,280651.8387
2018/1/14 19:15,276259.9533
2018/1/14 19:30,274199.4777
2018/1/14 19:45,282927.1987
2018/1/14 20:00,278108.4558
2018/1/14 20:15,273539.097
2018/1/14 20:30,275607.4879
2018/1/14 20:45,275527.6707
2018/1/14 21:00,281349.3039
2018/1/14 21:15,274624.6294
2018/1/14 21:30,274518.9247
2018/1/14 21:45,283362.4974
2018/1/14 22:00,274366.4133
2018/1/14 22:15,266311.3403
2018/1/14 22:30,265310.2785
2018/1/14 22:45,261445.6821
2018/1/14 23:00,261757.4549
2018/1/14 23:15,252103.9613
2018/1/14 23:30,248351.5415
2018/1/14 23:45,246574.5762
